city,county,lat,lon,temperature,humidity,coludiness,wind_speed
gazimurskiy zavod,Russian Federation,51.673275809394426,118.54320943027182,26,63,55,3.19
muana,Brazil,-1.339259659946407,-49.3157654610894,83,68,67,2.51
redmond,United States of America,44.64256118815189,-121.31383403202243,64,51,20,3.1
koutsouras,Greece,33.48424645697027,26.406979933753632,71,73,10,0.89
san vicente de chucuri,Colombia,6.990188802241249,-73.58196696105466,89,69,75,4.1
iwanai,Japan,44.31161253337436,138.9393684599833,43,92,100,2.4
kijang,Indonesia,2.37037844696097,106.44981083399665,77,94,20,1.0
pochutla,Mexico,14.089223799017518,-96.36023885933272,87,66,75,6.2
ladario,Brazil,-18.2910954645899,-56.59347864581699,62,88,76,0.85
bako,Ethiopia,6.361046159398086,36.46265539831472,78,74,60,2.29
muscat,Oman,24.207447527509245,58.70301361816499,82,88,0,3.1
okakarara,Namibia,-20.961941753279206,18.28127608531466,68,38,58,5.23
santa cruz,Chile,-34.13806209694173,-71.50617107688625,78,57,19,7.44
mecca,Saudi Arabia,22.209953555327672,43.44918402471143,83,63,38,3.86
okitipupa,Nigeria,6.288318204480419,4.855977915958164,75,94,39,1.97
batouri,Cameroon,4.726770778583145,14.38874154739645,69,96,65,0.86
anzio,Italy,40.17696322256933,11.636741814280384,66,88,0,1.5
samut songkhram,Thailand,13.416223819896672,99.93063531878391,74,88,97,1.22
hailey,United States of America,44.01939225350432,-113.76958869781681,53,34,5,4.1
kuna,United States of America,42.786876552062125,-116.64683386891942,64,27,1,2.6
matara,Sri Lanka,5.008584249997554,80.70113812983055,52,91,49,1.08
paamiut,Greenland,57.80867098768144,-54.321268366751056,39,74,0,17.31
nioki,Congo (Democratic Republic of the),-2.634687863069331,17.759054149133448,75,85,79,1.01
muli,Maldives,2.6144652185252255,74.77715230204942,55,75,8,3.12
balikpapan,Indonesia,-2.204149524965061,116.57591442070293,70,97,13,0.69
manado,Indonesia,2.3059504287944037,123.83435715924963,71,94,20,0.5
pacific grove,United States of America,31.318760997514858,-127.03564918762842,91,18,1,2.1
sumbe,Angola,-10.630409599779966,12.386395673838706,72,92,100,5.28
tranas,Sweden,58.247694617617725,14.913820720188312,32,92,86,1.0
san quintin,Mexico,20.619806848804643,-129.10430618929914,70,83,0,2.0
coahuayana,Mexico,7.013938178969411,-109.01016513652937,81,73,43,1.55
nouadhibou,Mauritania,23.005531606994623,-15.72953363323984,69,83,0,5.7
morehead,Papua New Guinea,-10.607957301872617,141.3534707340736,69,88,75,2.56
chacabuco,Argentina,-34.5850477868125,-60.29308357963903,67,49,0,3.76
stockach,Germany,47.91041780029542,9.074597476046165,53,100,100,2.6
yichun,China,27.60655034167911,114.49549956724707,40,69,63,3.35
champerico,Guatemala,11.864428000683816,-92.426017233614,87,55,40,6.2
mandurah,Australia,-32.39231485949038,113.62232065758201,53,87,0,4.1
lukhovitsy,Russian Federation,54.95672346761168,38.95473269774888,32,98,100,6.1
tierranueva,Mexico,21.671226694741364,-100.47836562739822,75,35,15,5.28
farso,Denmark,56.6283857030046,9.333194573241542,42,86,58,1.5
susanville,United States of America,40.407657074677815,-121.00531524206798,66,24,1,4.6
mananjary,Madagascar,-20.87058123932063,47.958758987030365,67,57,47,4.8
fare,French Polynesia,-16.309686905818396,-150.83884487651548,76,84,100,8.67
chicama,Peru,-12.962664130458478,-88.44184049912752,62,82,90,4.6
uarini,Brazil,-2.7592510944148927,-65.40876833634891,93,52,20,1.5
saint-louis,Réunion,-22.368797485712165,54.36329155135536,84,83,20,2.1
zyryanka,Russian Federation,67.13517647452255,148.68192736700126,15,90,0,0.32
moanda,Gabon,-2.4321501619730412,13.495312263778402,78,83,100,6.67
wamba,Congo (Democratic Republic of the),2.8804616935471614,28.528061760830525,67,98,100,1.21
shelburne,Canada,38.7893242190699,-64.29710968106723,69,45,40,6.7
maraa,Brazil,-1.545787481435113,-64.45051589677075,92,49,75,0.64
kedrovyy,Russian Federation,58.63808730517073,78.51927242124731,33,100,95,1.0
yarada,India,17.010439316018235,83.28279793700193,75,100,90,1.0
santana do livramento,Brazil,-30.5596353832439,-55.26866525161296,61,72,38,2.45
nabire,Indonesia,-5.380656512612134,135.1449214908057,69,98,100,1.64
yakeshi,China,48.677809241966315,120.48481934541934,35,96,100,3.87
usogorsk,Russian Federation,64.45513835182541,48.46803565398051,31,95,100,1.26
marzuq,Libya,23.857322705820522,14.020013540538173,76,45,46,1.07
puno,Peru,-15.697099111860041,-70.15348119001119,62,5,40,2.6
huilong,China,31.70011671662607,124.16150364382133,61,93,100,4.16
tokamachi,Japan,37.16787808210901,138.6960328430166,55,95,62,2.07
kodinsk,Russian Federation,60.5492620493016,98.23807921278973,32,98,100,3.7
dogondoutchi,Niger,13.273494441871193,4.006973683550484,88,44,3,4.11
rindal,Norway,63.030127848948666,8.891743725086002,29,53,2,1.35
spornoye,Russian Federation,61.68496475140276,151.247318103468,39,81,75,6.0
mongu,Zambia,-15.420385960657342,23.38890613146944,81,28,100,2.65
plettenberg bay,South Africa,-45.73277328746035,24.204616515795095,53,90,0,1.33
huarmey,Peru,-12.968666783606366,-83.14653655507891,61,91,9,6.71
cassia,Brazil,-20.164750009505326,-46.88427701735296,87,78,90,3.1
campos novos,Brazil,-27.589433437516867,-50.97435581294911,59,95,100,0.77
lima,Peru,-19.36667213150477,-89.55836350093617,62,82,90,3.1
san cristobal,Ecuador,-2.6998084887877525,-87.12016618358697,83,57,65,0.69
fort saint james,Canada,54.952065523541506,-125.0208036985773,51,37,100,4.34
fez,Morocco,32.89432498414408,-3.9626758841648666,69,46,0,4.6
kailua,United States of America,22.843996310836943,-157.15185071597287,87,62,1,3.1
fairbanks,United States of America,67.03110353291805,-141.8302856551414,33,86,90,2.6
westport,New Zealand,-37.45401817572511,166.42694653454885,69,77,90,7.2
meadow lake,Canada,55.933866498423214,-108.0751948990779,59,38,20,7.2
sioux lookout,Canada,51.08871450998555,-90.73587491507396,50,81,75,3.1
hasanpur,India,28.03650526815406,77.568671952898,70,62,100,0.76
carutapera,Brazil,4.915493670169667,-42.371478282826956,79,78,80,3.87
carballo,Spain,44.68741510938639,-9.708076840003088,59,87,0,1.0
corinto,Nicaragua,10.41570883782272,-89.15775124624736,77,78,75,4.6
neustadt,Germany,54.26151651487231,10.77514137832884,55,82,90,3.6
leshukonskoye,Russian Federation,67.22126117443659,47.37909575508928,27,95,94,0.1
morondava,Madagascar,-18.45249558959098,42.324942491046585,77,69,28,6.58
kerrville,United States of America,30.13240923137751,-99.15731986524317,95,30,40,3.11
victor harbor,Australia,-36.46727195808749,136.88874891095446,55,76,75,5.7
pierre,United States of America,44.133289942599475,-100.48876083106883,66,27,1,11.3
nageshwari,Bangladesh,25.851289002464284,89.74722776138731,78,80,63,0.89
stokmarknes,Norway,70.20928840786709,14.471825471116773,42,93,75,2.1
kikwit,Congo (Democratic Republic of the),-5.0715304823266365,18.196270347422,72,94,100,0.38
general roca,Argentina,-37.35235735053948,-67.03107216799718,73,18,75,9.8
xai-xai,Mozambique,-26.016616674968965,34.28003533128708,67,96,0,2.57
albacete,Spain,38.591155355634214,-2.3035640445334593,68,55,0,3.1
dolinsk,Russian Federation,47.63508346712484,144.17601223758749,30,100,0,2.35
tambovka,Russian Federation,47.74025427944062,48.0802349722976,60,46,100,3.15
chapais,Canada,55.04306523858318,-72.35530795312012,48,93,90,7.7
saiha,India,21.90306611528112,93.4081484672983,71,98,81,0.71
sao felix do xingu,Brazil,-5.473225392178591,-51.241664040216534,84,55,81,0.34
klaebu,Norway,64.17919971741543,11.58904960534258,39,80,75,2.6
joshimath,India,34.18231424498201,82.84303022378492,47,64,100,2.3
bochnia,Poland,50.17380634563665,20.424273785024354,35,86,0,1.5
penzance,United Kingdom of Great Britain and Northern Ireland,49.817976534343956,-7.140779042005278,57,87,100,0.5
ust-kut,Russian Federation,55.802788318976866,105.70802056898225,27,96,97,1.99
polis,Cyprus,35.66082069611991,32.06536022013307,71,68,20,2.1
petropavlovka,Russian Federation,50.26266542077258,104.87370983732728,21,95,96,1.33
hirado,Japan,35.058114640793534,128.78796575199027,69,94,75,2.1
alice springs,Australia,-21.16138394355599,132.29876023204508,64,31,0,2.6
batticaloa,Sri Lanka,9.048363932035386,83.24846896155549,75,89,100,0.88
mopipi,Botswana,-22.038549702257882,24.334223500558693,75,15,0,4.81
kabalo,Congo (Democratic Republic of the),-7.02800831757645,26.007936092163447,73,70,5,1.84
zilair,Russian Federation,52.50900845078249,57.204134525385996,46,51,65,4.14
zhigansk,Russian Federation,69.1658998156613,123.48333819960658,27,97,100,2.8
jaipur,India,26.950778400998672,75.75592896970849,78,65,24,1.85
riviere-du-loup,Canada,47.97224766718762,-69.8168826257012,48,72,100,3.03
amboasary,Madagascar,-24.08058292405508,46.5582623182882,71,83,20,7.2
simbahan,Philippines,7.196122694503472,120.47611503891085,82,68,49,0.63
nata,Botswana,-19.967302268213174,26.17190455374822,72,14,0,6.18
zhaotong,China,27.465060009656057,104.19481492433033,55,97,98,1.33
opuwo,Namibia,-19.30398594663383,9.55895982108487,66,31,36,1.86
pathalgaon,India,22.67481723833886,83.42796721752279,71,89,100,1.4
shagonar,Russian Federation,52.431326661212495,92.9272175611398,43,73,0,0.69
kapchorwa,Uganda,1.313337709108211,34.695487804006945,68,87,100,0.54
gaoual,Guinea,11.85230317163878,-13.464217208249295,80,76,100,1.71
xuddur,Somalia,4.1631607798543655,43.79065480688138,75,78,62,6.96
itambe,Brazil,-15.324431853288374,-40.43764775192818,71,65,4,3.66
pavagada,India,14.058390489706596,77.29885090135485,72,83,0,0.64
george,South Africa,-36.42192096697771,22.098742865024576,76,52,64,2.07
seymchan,Russian Federation,63.10976662059025,152.57954051081805,10,75,14,1.31
atikokan,Canada,48.495070327050854,-91.71228002120412,48,80,99,5.58
igarka,Russian Federation,66.6639730621838,85.5618125329139,35,97,95,6.42
oktyabrskoye,Russian Federation,62.142496911402986,66.1799450106221,48,87,0,3.0
naifaru,Maldives,5.197991152432678,73.5935703104702,82,74,100,4.97
bereda,Somalia,11.595644452594925,50.509621778797765,60,87,0,1.0
palana,Russian Federation,58.98326972036227,160.61045031476817,34,96,100,21.52
angat,Philippines,14.913446597069935,121.02340780235522,80,78,20,2.1
samarai,Papua New Guinea,-13.79011822649403,155.22095041688715,74,92,90,2.71
kaeo,New Zealand,-25.35681376315233,178.53505371839788,64,100,6,2.23
pointe michel,Dominica,14.37353712063394,-62.97472632801046,87,58,20,1.0
lundamo,Norway,62.98265931181987,10.436299328899935,37,80,75,2.6
bakaly,Russian Federation,55.321219306211106,53.4705160390931,50,47,100,5.72
kolokani,Mali,14.260690087672785,-7.714000288661339,75,81,87,5.23
belogorsk,Russian Federation,50.93832132178673,128.50836872960667,40,75,66,2.89
glenwood springs,United States of America,39.74581510557201,-106.86176024068371,62,21,1,1.5
kysyl-syr,Russian Federation,63.47708664310974,123.84970065566768,32,98,100,2.3
oistins,Barbados,12.424927256674735,-53.32286439337983,86,70,75,7.2
diemen,Netherlands,52.344859400356114,4.999049338194027,50,81,75,8.2
jardim,Brazil,5.1714463472180086,-33.05167184506581,63,94,100,2.73
ondjiva,Angola,-16.448099632309336,14.863266049194209,75,33,36,1.07
tarakan,Indonesia,2.6398037839603745,118.50408025704581,75,91,17,2.24
thisted,Denmark,56.94769924619632,8.648205479584476,42,87,68,1.34
hovd,Mongolia,46.88313665142209,102.40635557409621,46,80,75,2.6
mahibadhoo,Maldives,4.051081220981175,63.51587851658678,82,71,100,4.54
yazman,Pakistan,28.52914113155063,71.78412428650762,61,73,0,3.25
sakaraha,Madagascar,-22.86517818826586,44.30953597583027,76,52,36,3.99
yamada,Japan,38.13597050422976,147.07519536309985,57,93,40,0.5
stolin,Belarus,52.1848315302081,27.32064716064133,34,77,100,2.57
shimizu,Japan,35.01466793909026,138.37244928778938,66,77,75,6.2
elko,United States of America,40.34616069826487,-116.7266397905536,60,21,1,1.5
challans,France,45.84180672122574,-2.291140822862701,55,87,0,1.5
akranes,Iceland,64.54928131399853,-22.316908188663575,48,87,75,4.6
epinal,France,48.17495338465832,6.346901483136378,53,81,0,5.1
jonava,Lithuania,55.00832294798133,24.383897420960494,35,90,90,1.0
rehoboth,Namibia,-23.87316112200176,16.961272043220475,69,14,0,7.98
vostochnyy,Russian Federation,58.74363502598615,62.4737454644351,33,100,90,5.0
chumikan,Russian Federation,54.45076502019552,137.2108054520931,32,99,100,4.01
suntar,Russian Federation,60.63226199191175,119.32892018595084,31,96,90,2.48
binga,Congo (Democratic Republic of the),1.9396387127932257,20.523762191715946,73,32,0,2.31
oranjestad,Aruba,14.824934574641475,-69.52033252622331,87,66,20,9.3
ardesen,Turkey,41.56182062863891,40.749299413534146,60,93,75,6.7
zacatepec,Mexico,16.75148176922069,-97.52283910957202,64,64,64,4.91
puri,India,15.662915937173793,88.29066476883372,73,82,91,5.53
wagar,Sudan,17.187782455389353,35.38199525128735,87,56,37,1.34
waynesville,United States of America,35.57211551604,-83.30916160146906,60,82,90,3.1
sao borja,Brazil,-28.750650452183315,-56.06129959332739,67,73,56,3.37
shimanovsk,Russian Federation,52.28777888575192,128.64500690895375,37,76,0,2.62
mahajanga,Madagascar,-16.68389797327636,43.76641801987233,77,88,20,1.0
kisangani,Congo (Democratic Republic of the),1.094894245590666,26.605593796370073,70,94,69,0.51
gonzalez,Mexico,22.547852256795068,-98.51371852163204,73,25,75,10.3
togur,Russian Federation,61.084548457134275,83.82443040270101,47,94,41,3.17
margate,South Africa,-44.119682378531046,42.38802872999793,55,61,40,3.6
carberry,Canada,49.60305097038133,-99.23766476595249,59,41,75,13.9
maues,Brazil,-4.071306779246939,-57.731672767599946,91,44,100,1.36
puerto madryn,Argentina,-41.585241791724215,-64.82830870131363,73,25,75,10.3
barrhead,Canada,54.226883730553936,-115.01039781490739,60,31,1,4.1
chaman,Pakistan,31.279724781825436,66.28155149129492,59,44,0,0.27
black river,Jamaica,15.954405605923185,-79.31647427975673,86,74,40,4.6
marienburg,Suriname,7.0080527028195405,-54.65063730757443,46,75,0,5.1
yuzhou,China,34.03990159504396,113.4841581720923,48,100,40,2.24
chabahar,Iran (Islamic Republic of),25.773454641504244,60.10591140576395,80,75,0,2.89
aasiaat,Greenland,69.42932230107516,-53.56477783658664,34,97,100,4.8
mulanur,India,10.653180927838918,77.6335971036633,77,75,100,2.74
campanario,Portugal,32.68652914292842,-17.031130042991123,69,41,34,1.6
klyuchi,Russian Federation,55.877257131321386,161.22108552900477,54,66,0,2.8
muros,Spain,43.097765911142574,-9.217245312903913,62,100,0,0.5
dashitou,China,42.76127314783406,128.32243438508914,36,88,1,1.88
shingu,Japan,32.96046449723927,136.13721882438273,55,87,0,2.3
bandarbeyla,Somalia,5.495486419747635,60.94299924994783,77,80,8,5.0
berwick,Canada,44.912563562296526,-64.81956529409,87,62,12,1.77
lewisville,United States of America,36.58783167671115,-80.36982213555744,96,36,90,3.6
rybinsk,Russian Federation,58.22469498707409,38.95098076361273,35,96,100,6.45
chulman,Russian Federation,56.57033075764471,125.82258945668531,30,98,100,2.12
mega,Ethiopia,3.6320138044504375,37.38841445469876,72,67,17,3.57
broome,Australia,-21.735049045453536,123.38780538405581,51,87,75,4.6
nizhniy ufaley,Russian Federation,56.112832459524924,59.90444122694555,42,67,100,1.06
egvekinot,Russian Federation,67.39423304146308,-178.50753651412347,22,75,56,1.2
hosakote,India,14.510632252087106,77.29456334871321,72,85,79,2.93
dong hoi,Viet Nam,17.049589284205908,106.6593697988871,71,93,0,1.84
katsina,Nigeria,12.862246742888445,7.242358666374116,84,53,89,1.59
beaupre,Canada,46.94553739938877,-70.94015358738008,55,76,90,1.5
comarapa,Bolivia (Plurinational State of),-17.652893552542196,-64.52515183955046,58,67,97,3.24
dombas,Norway,62.09929181373849,8.928640948780668,20,49,100,2.44
kapit,Malaysia,1.4108697590001498,114.3966441622868,70,99,100,0.84
moroni,Comoros,-11.74943365317256,42.725155662662274,69,82,20,2.6
robe,Ethiopia,8.19230926205644,39.92820284873281,46,78,79,2.04
termoli,Italy,42.88735548941878,15.208055841376279,60,77,55,1.34
muisne,Ecuador,2.1211085400812237,-81.78945393338756,82,74,40,5.1
puruandiro,Mexico,19.96881331351372,-101.54793340610024,78,36,40,2.1
cayhagan,Philippines,9.177961599823703,121.24816859771346,83,76,25,5.59
santa fe,Cuba,21.153383133780366,-82.50546434774704,71,36,0,3.13
kargil,India,35.186680533389975,76.51638925163746,31,86,100,0.9
killybegs,Ireland,56.2111321425958,-9.98086463760356,53,83,100,4.02
manaure,Colombia,14.73399942728787,-72.13966047043168,89,59,40,5.1
palamedu,India,10.123069961103695,78.08698891900957,77,81,100,0.91
skjervoy,Norway,71.64405108688013,21.093010528646857,43,77,100,9.93
san jose,Bolivia (Plurinational State of),-18.461523429555797,-60.77049225704093,76,83,100,1.28
eydhafushi,Maldives,4.951575217854696,70.48553976585606,82,73,100,4.08
meget,Russian Federation,52.4951959425114,104.15270302463028,33,86,90,1.0
baruun-urt,Mongolia,46.282366799655875,115.22089917060248,41,57,100,8.62
san borja,Bolivia (Plurinational State of),-15.381707025175643,-66.1517811317378,61,98,100,1.63
miles city,United States of America,46.701709417325446,-106.12601523803241,60,31,1,8.2
harnosand,Sweden,64.07078375776237,17.25223257439444,39,74,75,4.6
ryotsu,Japan,38.658438781690734,137.95043645343213,59,87,90,1.5
kitob,Uzbekistan,39.184327016009945,66.69080105367163,51,81,0,1.0
linqiong,China,30.792302891722144,102.81782955506748,66,88,40,0.27
delfzijl,Netherlands,53.32168712183446,6.948729443275539,46,81,63,5.1
okhotsk,Russian Federation,58.139013919774214,140.72256073709406,21,52,0,5.41
teya,Russian Federation,61.02779235948614,91.87759853246627,89,62,75,4.62
arlit,Niger,18.65384022637396,4.479017259529769,96,12,36,6.27
djenne,Mali,13.944340057356158,-4.967435785270226,81,65,100,2.08
menlo park,United States of America,37.4810060840547,-122.17179479007592,87,19,40,0.72
jumla,Nepal,28.919923166287646,81.96408873004117,44,88,2,1.88
ulladulla,Australia,-37.857443592521506,154.80006713707843,62,82,100,2.1
pangoa,Peru,-10.814418328209356,-71.75850283847326,72,98,100,0.39
pangkalanbuun,Indonesia,-1.4735187295811016,111.3306205089537,73,97,100,0.88
shush,Iran (Islamic Republic of),32.177242209920806,48.1890675512368,47,94,65,2.39
sorong,Indonesia,-0.7447702364307389,132.382016327401,74,96,99,2.75
acapulco,Mexico,5.139307373504181,-105.90056696513636,86,74,20,3.1
slantsy,Russian Federation,59.027597544966596,27.97347112725157,38,75,82,2.29
along,India,28.17960059461234,94.65644644629657,55,92,46,1.74
nador,Morocco,33.31852915276312,-2.7538771702303677,69,52,0,1.0
mikuni,Japan,37.04440452991328,135.14892599661897,55,87,40,1.0
tahe,China,51.52568214987497,124.40482173958645,30,80,26,2.93
rongcheng,China,26.394842901031907,104.22868009846178,60,40,100,2.11
nobres,Brazil,-14.253310714430654,-55.19505007604559,78,67,82,3.62
dongsheng,China,39.15793438523295,110.46532660914073,56,77,100,4.72
mao,Chad,15.107006002490778,13.633782282510879,89,74,75,5.1
dwarka,India,20.568483086323496,65.84088440937441,86,78,75,2.6
corning,United States of America,41.908267480012796,-77.38399298751621,66,77,90,4.6
lensk,Russian Federation,61.599580610558434,115.8153189981328,30,94,100,5.43
rodrigues alves,Brazil,-12.336249499920498,-63.972135361247396,75,94,75,1.5
labuhan,Indonesia,-8.996623181557254,102.957789609021,71,93,99,0.67
ayorou,Niger,14.551459293848737,0.7254726498114792,86,46,64,2.3
praia da vitoria,Portugal,47.48867258364626,-22.232071672665114,75,73,20,7.65
lieksa,Finland,64.09485853604883,29.68294972508002,32,97,100,1.19
jacksonville beach,United States of America,30.40225479652257,-80.09641992312966,84,78,75,6.7
kalmunai,Sri Lanka,5.2347804709365136,87.28335340623119,75,89,100,0.88
velka bites,Czech Republic,49.21689223781223,16.26522974025545,42,73,0,3.6
baisha,China,29.649530545487693,114.91754151400505,73,89,54,2.04
jiaocheng,China,26.58388308526966,119.86385843706779,68,84,4,0.66
puerto escondido,Mexico,6.964471082555349,-99.10306664183082,87,62,75,1.9
letchworth,United Kingdom of Great Britain and Northern Ireland,52.02443922481163,-0.0222032392674123,57,87,90,6.2
garowe,Somalia,9.038768945731348,47.44153235604293,76,69,95,11.35
launceston,Australia,-41.04244880846586,151.99021178838098,51,87,37,2.1
maragogi,Brazil,-15.535842810691392,-25.333405609832766,71,86,0,2.75
dubbo,Australia,-30.787644193299435,147.4233803127945,66,32,0,1.22
abu dhabi,United Arab Emirates,23.522887425830405,55.64301508104404,89,52,0,2.6
tabas,Iran (Islamic Republic of),32.96221683390107,57.65965248262472,66,19,0,2.1
offa,Nigeria,8.115672347128736,4.741195120793833,71,98,21,1.36
barstow,United States of America,34.87798060927926,-116.73703658837914,95,13,1,6.7
les cayes,Haiti,16.847479278592374,-73.57470617946777,83,80,89,6.42
alofi,Niue,-22.379737455696173,-169.59788728473785,77,61,100,6.7
kyenjojo,Uganda,0.4294034389974968,30.762152417480962,60,85,16,0.35
juba,Sudan,5.71395546132122,32.31843780214322,33,96,90,2.1
galveston,United States of America,27.54950482041771,-93.63604373907133,66,48,40,3.98
sherbakul,Russian Federation,54.20470844200139,72.26689561452864,42,81,13,1.23
rabo de peixe,Portugal,42.30345029358216,-23.662321152286353,73,94,75,5.7
parati,Brazil,-24.378643720416846,-44.20761199767438,66,93,75,4.1
timmins,Canada,47.708275201227025,-81.21112999803583,55,58,40,4.1
tokmak,Ukraine,47.234966870881294,35.92446853889177,44,79,10,2.17
datong,China,39.48044347911281,114.23579216004231,44,58,0,2.71
praia,Cabo Verde,11.229170955499214,-21.957715815848957,80,47,0,6.7
bozoum,Central African Republic,6.187723272882053,16.086411722973992,66,96,100,0.14
viedma,Argentina,-41.851617049572035,-59.78655093345628,71,29,100,10.61
warmbad,South Africa,-24.72077380842819,28.17512825770487,46,81,100,3.1
sumenep,Indonesia,-6.193912370563609,113.70117206735881,72,90,100,1.49
bondoukou,Côte d'Ivoire,7.832404419501955,-2.7829851658523808,72,94,16,1.23
oksovskiy,Russian Federation,62.812664121776464,39.729250812684256,27,96,100,1.26
shetpe,Kazakhstan,44.863923738290765,51.48222827828994,65,11,0,6.6
sibolga,Indonesia,0.062404716384293124,96.53320331970599,80,77,100,4.84
plouzane,France,47.4121938030091,-5.9460031672370235,55,93,0,1.5
houston,Canada,53.522467481897706,-126.89113884907343,93,41,20,2.6
sobolevo,Russian Federation,54.45645233954852,154.44414016804762,30,91,64,2.84
nguruka,"Tanzania, United Republic of",-5.5834195008126954,30.81302401356757,77,43,84,1.2
umkomaas,South Africa,-30.481721615272363,31.48355234343626,71,84,92,1.18
iracoubo,French Guiana,11.534063232919763,-51.298447018693565,80,78,55,3.1
romans-sur-isere,France,45.18837149090413,5.00226799801402,53,93,100,3.1
ossipee,United States of America,43.733461429506605,-71.01269316172396,80,64,90,1.4
shellbrook,Canada,53.856541733942095,-107.02773050736603,57,45,40,11.8
cabatuan,Philippines,13.863439520318849,126.67446582868303,70,88,23,0.68
kragero,Norway,58.41582347151814,9.785764057298877,33,80,0,2.1
port hawkesbury,Canada,44.82651994307096,-61.209707780328415,53,71,1,2.1
waddan,Libya,27.023497640191806,18.52333782083855,72,29,3,3.6
amga,Russian Federation,60.149910880603954,132.16980846738699,25,77,100,3.32
malanje,Angola,-8.703590240689067,18.14194085041217,71,74,100,2.0
ankazoabo,Madagascar,-21.89835992441725,43.47682533252549,73,58,33,2.19
tirumullaivasal,India,11.010666629898324,81.23997388135928,77,84,100,1.57
sao raimundo das mangabeiras,Brazil,-7.112707115466364,-45.4945495097183,89,30,50,0.91
scarborough,Trinidad and Tobago,11.16395835430275,-60.446877982827274,53,87,68,2.1
jiehu,China,35.76310511859731,118.38695815264487,49,77,100,1.03
shubarshi,Kazakhstan,46.97551280154289,56.60670388916316,52,27,0,4.16
occhiobello,Italy,44.94004669892985,11.52296692945518,60,82,0,2.1
metro,Indonesia,-4.953497722376824,105.61029196664782,71,89,53,2.88
emet,Turkey,39.48554549885935,29.16574508364235,50,84,0,0.45
ginir,Ethiopia,6.598390781867948,41.56468110596987,56,87,42,2.82
kirakira,Solomon Islands,-9.436344427001131,162.7455011194171,80,83,45,5.87
waitati,New Zealand,-46.632533082929996,172.8177557076557,45,74,64,1.07
santa cruz de la palma,Spain,30.017281678473992,-17.798355508985424,73,69,75,6.7
khartoum,Sudan,15.7725736237837,32.64396030198492,86,55,0,4.1
sabha,Libya,27.843201382897888,13.660938861927917,75,20,0,3.79
bulgan,Mongolia,47.529427324277464,104.20602826175275,31,93,93,2.24
canutama,Brazil,-6.554234139243448,-64.13560055851613,87,51,87,1.53
kota kinabalu,Malaysia,6.642365554313102,115.30377081564285,77,94,75,2.6
nara,Mali,17.458599606907512,-6.5258099674873336,64,82,40,3.1
sipote,Romania,47.46249126305031,27.254986200471933,64,80,51,0.45
nemours,France,48.15212635359123,2.7512893990402176,55,81,40,5.1
babushkin,Russian Federation,51.836842900418986,106.02184514432219,35,80,0,5.38
bayan,Kuwait,28.45878238397347,49.105854552736474,37,92,78,0.6
dilbeek,Belgium,50.8638759591779,4.304963282384961,53,93,75,1.5
alushta,Ukraine,44.73298660160876,34.43916908199947,46,71,11,1.39
mitsamiouli,Comoros,-8.391003183896004,45.11942315898435,78,74,20,3.6
aripuana,Brazil,-7.856695946272524,-59.865890324121494,92,42,86,0.99
iskateley,Russian Federation,67.60942852792485,53.68687461818098,30,88,0,4.15
monrovia,Liberia,2.5291130412105076,-12.795262651172578,77,94,75,3.67
placerville,United States of America,38.29968741032596,-120.40298898269742,86,27,1,3.42
porto de moz,Brazil,-1.7864185867467341,-52.03713206889823,90,47,30,1.96
melfi,Chad,10.93149186911107,17.47912612655253,64,88,75,1.0
jertih,Malaysia,6.338488126578397,103.09034430807674,75,94,75,1.0
venado tuerto,Argentina,-34.09442432107102,-61.984604379864024,71,33,0,6.26
narrabri,Australia,-30.51261456609768,149.4076319310605,78,21,0,3.1
katangli,Russian Federation,51.06970413004413,144.3398247858314,39,87,69,5.37
sairang,India,23.817854601127536,92.59466912762139,71,99,93,0.76
belaguntha,India,19.749552800443908,84.67222843137625,73,87,39,1.19
damoh,India,23.633332746602065,79.51962283385927,73,80,25,0.47
palmas,Brazil,-26.72981882624743,-51.97927580180368,84,54,40,0.98
kinkala,Congo,-3.5679214375376347,14.507515492738804,77,94,75,0.5
rincon,Congo,13.507894533525317,-68.52177753400164,80,83,75,3.6
madang,Papua New Guinea,-4.327804634621401,146.43401356684382,34,95,100,0.71
madzhalis,Russian Federation,42.21823030377581,47.76873077547751,48,49,84,2.62
matata,New Zealand,-37.102345721936075,177.14082712280134,57,65,98,1.46
ivanteyevka,Russian Federation,52.29429122012829,48.72728074244512,33,100,90,5.0
prince george,Canada,54.48809168276367,-121.53167786072169,57,46,1,5.7
pokhara,Nepal,31.28417679123001,85.7577280453487,49,70,7,2.09
ust-nera,Russian Federation,63.23365518032227,143.0236691428359,1,92,0,0.92
penticton,Canada,49.42166254576247,-119.5528039908317,59,44,75,5.1
alcudia,Spain,40.191263576157496,3.5461352485917246,71,72,0,1.5
manokwari,Indonesia,3.048737222749665,133.70980506304443,73,78,100,1.92
kajaani,Finland,64.08343584728979,27.626456953847196,39,86,90,2.6
cooma,Australia,-36.01388555483224,149.33865761902138,55,58,80,1.0
daugai,Lithuania,54.41209261626781,24.267597075778014,35,88,0,0.5
cape coast,Ghana,4.778589590865323,-1.1807053453375431,77,88,68,3.58
siverek,Turkey,37.752780103514425,39.0624944182228,64,63,0,7.2
port macquarie,Australia,-35.53288939239174,159.7496898848309,69,100,0,1.45
macas,Ecuador,-2.659648310616106,-76.7739093645772,75,78,75,3.6
